provenance,,,,sd,,,,values,,,,lon,lat,years,days,hours
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.616701405997162,0.0988467724808118,0.975874144057144,0.108516438499407,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-2.29221059736184,-1.60493004986967,-0.460011781156425,-0.971870801455026,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.356001646413347,1.07291010334021,2.21639886168398,1.30733906310445,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.667718045796676,2.04242555430446,4.13460729654156,2.91984794301112,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.97342028963871,7.10202371168555,10.1165338312065,8.11067747994858,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,7.90832688021121,9.80456660504845,12.6186616545738,10.7072497134804,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.2609131832116,14.1075962970833,16.7405833141567,14.9310177501843,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.6239839842209,15.4963928796895,18.1306289995244,16.3742834013595,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.3206845608737,17.2371574275238,19.6204372380888,17.5234930529299,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.9903842473932,13.0828172025607,15.6281733515627,13.5238023784834,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,8.39841338933573,9.99974858025215,11.6733312801773,10.0419502919631,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.92797387360838,2.77329088556181,3.54219442070675,2.58787417734746,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-2.34993452629152,-1.57745339805604,-0.57071708673493,-1.3125613718239,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.622003650038579,0.0422226142954969,0.547323581571277,-0.153966050692702,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-3.91602070819181,-2.85255675828824,-1.51146246954809,-2.84171985468092,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.995501301976731,2.57198425693963,4.77988496265451,3.51686457623504,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.91140698888927,7.63242029297533,10.41484957804,8.84699740654978,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,9.19374704528633,11.1777112580564,14.1213123604088,12.0537092285423,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.2684963413618,15.4855129100007,18.944281153093,16.8103035701203,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.6742355332397,16.6042205202096,19.3254978930367,17.3889911349387,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.6986233581299,14.4730796315494,17.3047179731569,15.5973089234298,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.1276124087773,14.0119075644646,16.6336046778356,14.5710557736712,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,8.97682814337432,10.7239083005878,12.8557297267439,11.1710630345526,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.10449510441336,3.11394970691563,3.99163073458749,2.71826665346876,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-2.24712161776975,-1.52706197371802,-0.874558778286286,-1.48845662040699,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.0282771767252825,0.696256998030492,1.35855856965736,0.768777379448039,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.11576452475484,3.91924943890524,4.81795661805521,3.97658169848344,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.96727829810783,5.13124937728097,6.44284287570204,5.25401208499773,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.80179518968754,9.26500594589339,12.3200367164401,10.0086568465762,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.9047031101068,14.5552513472141,17.4367864075396,14.7107366049412,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.7067897951916,16.2969138362834,19.4907210102694,16.9368780918973,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.5731828002017,14.4852007441495,16.6674770970763,14.8166038249322,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.8923303512961,17.3534927312893,20.3920025336761,17.9144495026063,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.1020539964269,13.9656751583454,16.2185132940741,14.3779211343173,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,9.18603221149976,10.5723508412985,12.1676124610117,10.6877031054269,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.15509459836096,6.14461860596998,7.16238082569714,6.20987172083701,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.99779198649472,3.41792313481952,3.85884137733223,3.20575997378145,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.163379782838973,0.457945851598083,1.36357095663328,0.78109985319881,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.3533198838017,2.2492494198776,3.38359333039759,2.49505908072933,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.66052710956532,3.82246576428176,5.31533781200417,4.31289365705067,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.03660198942598,6.93746758284064,8.86570360855512,7.04711716185915,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.4476526488201,14.1353633229071,17.177505150037,14.423783400545,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.6788834820239,14.041727167107,16.54823732734,14.2657753790023,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.6849801483994,18.1291835301263,21.1497158631515,18.7546924575984,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.1422452400219,18.3434355359076,21.1532911688442,18.8841436199903,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.2241159884565,11.6302124231851,13.1265704751426,11.7189885341229,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.320978745603,12.8902970342093,14.7036032082969,13.0278311342207,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.01995841272711,4.02842920870978,4.91362893493297,3.9106458996412,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.648233815120363,-0.363985555357147,0.119534922207805,-0.32938622773068,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.323268997342183,0.518078315219356,1.4947283984271,0.805779110373805,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.45112246104807,5.20546758104726,6.07074009984257,5.26900013270176,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.40823437741011,5.22235757185058,7.50878336265527,5.79735317866576,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.52743766827871,7.66347483977785,10.4293992844212,8.35526016546271,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.2143047123302,13.3714224104411,16.1149848986569,13.9005230772829,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.5098670421618,17.140782080727,19.9332574028151,17.3768577209108,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.1158047597539,17.3429393491261,19.9344092977452,17.7824244573877,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.1694332877804,18.2060554490467,20.57588791469,18.4632873965347,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.1795483245107,13.2663746343015,15.8256045294945,13.6138872257096,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.80441470131777,8.22589003174178,9.71685316348163,8.29110122935884,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.90180489262815,5.76935363793467,6.55701059072999,5.65145704515595,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.424936566807844,0.0445162514934623,0.74765609572222,0.127408510125093,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-1.33325586596365,-0.887757874615829,-0.178313993020936,-0.655841667100361,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-4.70999410719742,-3.24868817449513,-0.909058997585618,-2.16070541026647,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.466384091256,5.28433995950286,7.8701336021486,6.03558774358666,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.37367811125802,7.99526435355457,11.4756059698622,8.95160367733089,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.091325364564,13.6050578184646,16.419167397269,14.0076795976136,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.7386285296904,18.7487125440045,22.1719656135503,19.1725152977476,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.0946788766181,18.7144332416587,21.7818161066563,19.2060713751941,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,17.4115285643202,20.4509568569264,24.1547417724866,20.9690692625065,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.6279707107163,14.1490679624349,17.4759165177243,14.9170003372033,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.30552058140302,5.98386678013387,7.81883109453668,6.14013346562714,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.16670748291497,5.99254241109676,7.07697611366783,6.19857941009485,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.808583182629121,1.44645210548219,2.040669749833,1.26468867574553,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.969649743685011,-0.402045909543489,0.467373101617852,0.0852752803645274,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.82408332194873,2.51479924105573,3.43164582505938,2.56142246325561,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.09018394601856,3.50339410157227,5.48628688072785,4.21428909925473,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.51278626195838,8.89698799837777,11.9992519692785,9.7293679025868,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,9.15406547124533,11.4569842789596,14.2807925704564,11.9866354411007,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.9656879669958,15.1415224495312,17.6164758480572,15.4455243774601,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.12309882105,16.3737317829331,18.8507861614608,16.73396787258,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.3684112386217,18.51466383526,20.9791177323079,18.6432462791064,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.1187972512842,14.2883241579717,16.6538496188475,14.4638280820861,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,8.68808474223019,10.3903299911664,12.0955464315528,10.3866562963316,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.69380049839128,4.43527158964508,5.05535692102839,4.20401934234138,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.479873102977109,0.0648851223629947,0.763462479649121,0.267594967835208,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.79968279417329,2.30995839431753,2.59182182822747,2.02584265621263,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-1.92526998279405,-1.01633439989186,0.04987791033966,-1.0639218469133,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.11761668019975,3.60790883578477,5.59245754291263,4.33961187915813,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,7.07763779636772,9.23785324809023,12.2663554526684,10.2778838783357,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.2936166665343,12.4771119449159,15.261094899398,12.9700840676992,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.7043456994423,16.2378221375608,19.6019196195722,17.170103073245,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.4932646337699,17.7408357419375,20.320742543099,18.0481499292466,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.4698020465194,15.5513156988285,18.2250196851728,16.2300360708373,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.2571761338063,15.4501200603285,18.0994682366885,15.7445013486675,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.0815974059342,11.8854814430436,13.9125484018438,12.1545690544053,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.88581821291896,4.714417793358,5.44860065875619,4.39056741366963,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.396578288749936,0.963720851044457,1.3134356977493,0.817851567220174,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.59738983092862,2.12373304870229,2.49680897265424,2.0710711154459,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.43593915827944,4.27393919833781,4.94143008416825,4.04681111651814,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.07642190546531,5.25589675807549,6.29707845126424,5.11862012865993,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.98855070008983,9.31627334834087,12.0840281468354,9.89369880824859,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.0140371784894,14.6312223717519,17.3194461575929,14.6300162016009,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.4913577735691,16.0340467814797,18.6640116170246,16.1593476431028,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.8117946210799,14.8771796037252,16.9194431851376,14.9043052224301,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.6368259911195,16.9828772291154,19.5910909804652,17.2342722253871,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.5739262251452,14.3966084855792,16.2778879182357,14.5037253155368,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,9.97914050476098,11.2027760069215,12.4687317507101,11.1233769209147,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.01031902141955,6.79925823406165,7.61498968401486,6.86679099693981,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.37883988301999,3.82422553969803,4.05338292325203,3.42028203245434,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.554134950406478,1.07133124257928,1.62372750828234,1.12717626213765,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.23844751471663,2.19331448600124,2.98886634641096,2.01713768682728,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.44670927153715,2.65481022265422,4.03888214588579,2.99931242749977,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.26208338160802,7.2194012650219,8.8642290596477,6.93661653480609,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.8719313094784,13.5632196702848,16.192305162806,13.476192181205,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.7381866881753,14.1282338501344,16.4429916841949,14.1287862671208,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.8608819214198,18.2964017819909,21.0818164491936,18.6571738368357,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.3547900253472,18.4993552527096,20.8028300221897,18.6544300395818,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.2278536035834,12.5645408238503,13.7940457237308,12.4418436107866,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.8636128029617,13.1356321307508,14.3874838578192,13.0239155020416,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.03062215418979,5.8429252459828,6.35368965420034,5.51148398842028,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,0.725174260109725,1.03889570694463,1.43432655839405,1.00194884820485,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.44717872462084,2.0548945749232,2.50764409539801,2.01358975859824,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.44927537707548,5.27367124293914,5.92952979412013,5.06420609710116,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.63514831812674,5.18439403841896,6.97152420114307,5.50988408943007,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.92533196126095,7.93657516181872,10.3653137075627,8.40399971935292,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,11.4252229855916,13.587313296759,16.1008618203109,13.8976357563629,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.2988571975746,16.6612168861344,19.0131800243139,16.7229157704136,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.4564849838809,17.6844671901923,19.9640654655824,17.834174827269,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,17.083231360759,19.1478616525403,21.3548275436625,19.1961946505724,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.6369281070931,14.6160516059464,16.8418562369811,14.8065649885252,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,7.00710750674006,8.2219175253183,9.42169984858643,8.12766149921637,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.47607984273614,5.28932709538145,5.93154679329621,5.09438383256503,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-1.07581894544307,-0.632414025548371,-0.160210453003032,-0.781156616193783,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.267220872162596,0.0907620934465001,0.510040782749854,0.163909326142914,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-3.25869629400012,-2.19003967135944,-0.441760546934233,-1.32927826261465,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,3.33414863182864,5.10619707432923,7.42337191511942,5.66383152663425,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.86413620576974,8.3728334292191,11.4370771462006,9.00243091302829,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.7474286920126,13.151480744182,15.6249039315867,13.2986621837508,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.0695417619824,17.8846484253728,20.8539311676746,18.0795256984418,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.3410127040384,18.8729516764388,21.6588580865906,19.1802395317064,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.8047323889889,19.5632041260772,22.6508924179463,19.7478242457144,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.6993058018653,14.7857763140343,17.3200639602929,15.1937887762973,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.35358522769516,6.80961027382071,8.29926783855299,6.82824012417888,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,5.90434479295996,6.61781967913421,7.30599227273126,6.53945180501563,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.11500387293711,2.61711562922605,2.94032706187039,2.31941870567286,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.355400501266558,0.154129594893874,0.751549526480147,0.404696577499237,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.20107211815298,2.85301106448685,3.60577945914076,2.78918448377141,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.46084351294979,3.81390090001278,5.47157935901953,4.25985065250896,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.87949342938853,9.03390225515361,11.7321752042684,9.66243996269208,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,9.24238339020096,11.682139689701,14.1922679077609,11.8080293522244,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.7998884179427,14.9649622017981,17.0108275085561,14.8066667899165,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,14.0112515984273,16.2832946062046,18.457648488429,16.3219605573233,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,16.8026039791575,18.8263569484001,21.074408000116,18.8934252864837,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,12.9082294340038,14.7374600158953,16.577612398066,14.717559109952,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,9.02622505626024,10.4198372019588,11.7942541479334,10.3946632652464,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,4.80271220321276,5.47152293117546,5.96891271009713,5.20933187157439,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,1.61852730209574,2.03248312568249,2.3780841776755,1.97867778449694,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.85217646464133,3.33896934381099,3.46728774223476,2.93705310106836,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,-0.886968959033709,-0.112577842242956,0.698979628545885,-0.191521940041639,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,2.04733609420489,3.38742196735979,4.93708406898847,3.74033168114633,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,6.79331636475573,9.0960757387902,11.9473448334002,9.81690641691617,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,10.1388000269693,12.2493271538122,14.4567921664965,12.2321391292622,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.2166810043408,15.6661011535223,18.2156351695554,15.8937733123117,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,15.6239657146311,17.8413860708555,19.8773477557328,17.6131968071063,,,,,
410,410,410,410,2.933914,2.933914,2.933914,2.933914,13.6184952374518,15.7369136784165,17.924881746108,15.9097055671035,,,,,
